source,name,diameter_m,velocity_km_s,distance_km,risk_factor,mitigation_strategy
NEO,(2025 RT1),106.1793295584,14.9523890028,7070576.658563033,54.4,Fire suppression readiness in case of fireball impacts.
NEO,(2025 RF4),28.7236733205,10.1121259242,2344252.941886597,76.8,Meteor insurance programs for property damage.
NEO,(2025 RO4),35.9451233906,7.9375867866,5588171.571699613,44.4,Satellite observation to track fragmenting meteors.
NEO,(2025 SD),18.3586177251,7.0258113302,5366711.313048565,46.4,Emergency medical preparation for blast injuries.
NEO,(2025 SF7),53.8567297275,11.0183641637,6301247.396804338,38.8,Simulation drills for cities under high risk.
NEO,(2025 MR92),177.0271912367,9.9134450023,9971972.6093524,51.5,Fire suppression readiness in case of fireball impacts.
NEO,(2025 QL15),41.6907759952,8.8820947231,7808773.750866869,22.4,Use nuclear devices only as last-resort deflection.
NEO,(2025 QB21),30.905799213,5.7632031982,626957.253115648,93.8,Post-impact environmental monitoring plans.
NEO,(2025 RF6),27.468818437,8.7468651035,5060169.150768179,49.5,Emergency medical preparation for blast injuries.
NEO,(2025 OG1),58.0817881978,4.1767706687,5550437.124649109,44.8,Satellite observation to track fragmenting meteors.
NEO,(2025 RR1),124.1766612574,15.3820590033,2538076.071159809,100,Research into long-term planetary defense strategies.
NEO,(2019 JG1),28.3165265026,7.9022669844,7214513.326288197,28.0,Public alert system for meteor airburst warnings.
NEO,(2025 RW1),72.1173863449,19.1925666022,4795493.044471744,65.0,Debris shielding for satellites in orbit.
NEO,(2025 SO),89.9580388169,21.9601236896,6009326.047710319,72.9,Rapid response teams for search & rescue.
NEO,(2025 QB12),39.2681081809,8.1490933885,8559232.916821208,14.8,International coordination for disaster management.
NEO,(2025 QV9),58.0817881978,4.6122001471,2009102.924609732,80.3,Temporary exclusion zones around predicted impact sites.
NEO,(2025 RZ1),42.0765359959,6.4656718407,5341183.304200711,46.9,Emergency medical preparation for blast injuries.
NEO,(2025 RA3),46.26365906,9.8790096916,2015201.625855383,80.8,Temporary exclusion zones around predicted impact sites.
NEO,(2025 RH3),32.737082946,13.1315023426,2689227.275683167,73.7,Rapid response teams for search & rescue.
NEO,(2025 SA),50.4010957969,15.0442556219,2818520.107109771,74.5,Rapid response teams for search & rescue.
NEO,(2025 SM),89.0512415523,9.892949151,3274984.45261253,73.7,Rapid response teams for search & rescue.
NEO,(2025 SH6),10.3476082588,2.1038939751,1300809.803248055,87.0,Analysis of meteor composition for chemical hazards.
NEO,(2025 QR1),263.0510131126,8.7474268651,7547040.937783323,100,Research into long-term planetary defense strategies.
NEO,(2025 QD2),49.8930414151,5.6452808497,9113279.63876944,9.2,Evacuation of high-risk areas if impact is imminent.
NEO,(2025 QV6),67.6145214758,6.8577125118,6932393.614676791,32.0,Secure critical infrastructure in potential impact zones.
NEO,(2025 RN2),92.4783300513,16.3454529091,4609009.650454129,73.7,Rapid response teams for search & rescue.
NEO,(2025 RO2),45.502994579,13.7531027315,477047.306999041,96.9,Research into long-term planetary defense strategies.
NEO,(2025 RY2),32.2136531891,4.2533716303,3676179.595767623,63.3,Reinforcement of buildings against shockwaves.
NEO,(2025 SB),29.925401008,9.562777767,2009901.148924478,80.1,Temporary exclusion zones around predicted impact sites.
NEO,(2025 RK5),43.1360107524,5.1486411753,9334761.020639732,6.9,Evacuation of high-risk areas if impact is imminent.
NEO,(2025 SN2),13.4722452069,11.7886942601,522339.273884288,94.8,Post-impact environmental monitoring plans.
NEO,(2025 SQ10),175.7276004368,15.7961007862,6891371.096202409,100,Research into long-term planetary defense strategies.
NEO,(2015 SA),51.7654482198,9.0532131121,3935342.496962013,61.7,Reinforcement of buildings against shockwaves.
NEO,(2022 SS2),21.9806220506,7.2177675536,910572.374955148,90.9,Post-impact environmental monitoring plans.
NEO,(2025 RM2),14.3231974473,12.4365876464,340164.193804164,96.6,Research into long-term planetary defense strategies.
NEO,(2025 RV2),31.2924796716,8.2568930026,5847731.685158427,41.7,Satellite observation to track fragmenting meteors.
NEO,(2025 RN4),11.8587790858,5.2748871426,65697.624986005,99.3,Research into long-term planetary defense strategies.
NEO,(2025 SJ),40.8356975712,6.8896258954,5864870.260416468,41.7,Satellite observation to track fragmenting meteors.
NEO,(2025 SJ2),28.2644135457,7.5199710523,3050846.272410186,69.6,Debris shielding for satellites in orbit.
NEO,(2025 SL7),28.7501409883,3.5435616463,7407925.599971241,25.9,Public alert system for meteor airburst warnings.
NEO,(2010 WU8),85.9092601232,6.9816690496,9322729.148191584,9.7,Evacuation of high-risk areas if impact is imminent.
NEO,(2025 FA22),277.9969164738,10.7855582952,842056.146580899,100,Research into long-term planetary defense strategies.
NEO,(2025 RC2),31.7716652976,18.5552854359,1615208.381907444,84.9,Temporary exclusion zones around predicted impact sites.
NEO,(2025 RT3),22.0414407392,15.1011483738,1021110.001741556,90.0,Post-impact environmental monitoring plans.
NEO,(2025 SC),5.6603068953,3.2082730079,465032.488708074,95.3,Research into long-term planetary defense strategies.
NEO,(2025 SZ2),47.1020683989,12.3433702425,5114127.112825508,50.4,Fire suppression readiness in case of fireball impacts.
NEO,(2025 SP4),102.7637582459,21.7359703562,6911605.988334562,79.0,Meteor insurance programs for property damage.
NEO,(2025 SZ20),37.4145028432,8.9886983128,7857239.855438202,21.8,Use nuclear devices only as last-resort deflection.
NEO,(2025 SA2),23.2081209303,7.0620951723,5859432.048726654,41.5,Satellite observation to track fragmenting meteors.
NEO,(2025 SW3),44.2833001687,8.1153750097,8098050.179699714,19.6,Deploy kinetic impactor to change asteroid trajectory.
NEO,(2025 ST7),30.2858647654,10.3388038942,4090575.060494285,59.4,Marine alerts for potential tsunami from ocean impacts.
NEO,(2025 SS14),47.5817026638,11.1298851931,5984029.197491189,41.4,Satellite observation to track fragmenting meteors.
NEO,(2025 QK9),87.9103438561,8.4089331535,1594003.332628554,88.6,Analysis of meteor composition for chemical hazards.
NEO,(2025 RD2),24.2125192369,6.1228416247,1122719.433169133,88.8,Analysis of meteor composition for chemical hazards.
NEO,(2025 RZ2),38.1627778068,18.9958527798,203154.386173184,99.9,Research into long-term planetary defense strategies.
NEO,(2025 SU),12.3265056405,10.2647774598,267419.087961394,97.3,Research into long-term planetary defense strategies.
NEO,(2025 SX1),12.6952126177,10.8631066436,125564.343873446,98.8,Research into long-term planetary defense strategies.
NEO,(2025 SG2),43.1956465391,8.8616952742,6004486.062942848,40.5,Satellite observation to track fragmenting meteors.
NEO,(2025 SB9),5.6187534893,10.3508117573,670296.758360377,93.3,Post-impact environmental monitoring plans.
NEO,(2025 SJ12),13.9585394647,13.4924760244,1709152.403516434,83.0,Temporary exclusion zones around predicted impact sites.
NEO,(2025 RJ2),6.4571366717,5.427888187,301283.393235637,97.0,Research into long-term planetary defense strategies.
NEO,(2025 RP3),6.8303031395,10.7834833244,121308.119914289,98.8,Research into long-term planetary defense strategies.
NEO,(2025 RA6),23.2937805015,7.0340907889,5691359.844087383,43.1,Satellite observation to track fragmenting meteors.
NEO,(2025 SR),47.8453767575,14.4302029905,6770491.993059706,34.4,Secure critical infrastructure in potential impact zones.
NEO,(2025 SC3),18.9513424241,12.5380889091,1311243.58149014,87.0,Analysis of meteor composition for chemical hazards.
NEO,(2025 RL2),37.3284518745,9.6622644166,216486.189312696,98.3,Research into long-term planetary defense strategies.
NEO,(2025 RP2),49.2084832235,7.7423320695,4328749.739562563,57.4,Marine alerts for potential tsunami from ocean impacts.
NEO,(2025 RW3),20.665217415,15.1006462546,1597633.115507086,84.2,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SY1),2.7608319916,7.8517811947,57210.848062183,99.4,Research into long-term planetary defense strategies.
NEO,(2025 SZ1),29.5828477753,11.2205556611,1247173.282133995,87.8,Analysis of meteor composition for chemical hazards.
NEO,(2025 SL2),45.5239543082,14.3879803547,7054711.355655923,31.3,Secure critical infrastructure in potential impact zones.
NEO,(2025 SX2),35.5827884621,6.425281682,1422584.518918874,85.9,Analysis of meteor composition for chemical hazards.
NEO,(2022 LK1),138.6883491905,13.7779478561,8812367.143532895,59.4,Marine alerts for potential tsunami from ocean impacts.
NEO,(2025 RX2),82.5733641646,11.8305506422,8146143.650936664,25.9,Public alert system for meteor airburst warnings.
NEO,(2025 RD4),31.1487037875,19.3048738667,2433785.875821406,76.7,Meteor insurance programs for property damage.
NEO,(2025 SD1),32.4220132381,5.9002574662,7709329.599009672,23.0,Use nuclear devices only as last-resort deflection.
NEO,(2025 SH2),33.9969517417,14.1746920103,4218904.421798941,58.6,Marine alerts for potential tsunami from ocean impacts.
NEO,(2025 SQ4),31.5384233666,8.6121052337,985713.634761069,90.4,Post-impact environmental monitoring plans.
NEO,(2025 RX3),29.109850751,11.1614683254,5771222.771705392,42.6,Satellite observation to track fragmenting meteors.
NEO,(2025 RC4),32.8125497162,9.9886563432,3262172.382392972,67.7,Debris shielding for satellites in orbit.
NEO,(2025 RX4),68.0205248697,9.972098262,1085046.081888737,92.1,Post-impact environmental monitoring plans.
NEO,(2025 SS),42.9180497419,8.8463144118,1923452.893149495,81.3,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SW),149.7062661818,8.0794948647,1599883.830421023,100,Research into long-term planetary defense strategies.
NEO,(2025 SB4),37.3284518745,17.5840561895,1406474.099901769,87.4,Analysis of meteor composition for chemical hazards.
NEO,(2025 SA5),36.4283901105,5.7074645752,7590623.973400625,24.2,Use nuclear devices only as last-resort deflection.
NEO,(2025 SP10),44.7548369007,11.3470671634,4804049.100169163,53.0,Fire suppression readiness in case of fireball impacts.
NEO,(2025 SM22),20.9237719889,14.1986781306,1042619.542525044,89.7,Analysis of meteor composition for chemical hazards.
NEO,(2025 TJ),52.1002705781,11.7447075299,6183361.657281613,40.0,Satellite observation to track fragmenting meteors.
NEO,(2025 TW1),55.3655959237,8.3743987875,9879911.441495016,2.3,Early detection and orbit monitoring to plan deflection.
NEO,(2025 SX),27.0171776687,5.0491957163,5718697.194293526,42.9,Satellite observation to track fragmenting meteors.
NEO,(2025 SU4),2.5694488628,9.1808375627,22380.873577303,99.8,Research into long-term planetary defense strategies.
NEO,(2025 SM6),31.5674847092,14.2754302265,1696678.140247123,83.6,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SU7),3.9741108687,9.3839339444,71974.5272144,99.3,Research into long-term planetary defense strategies.
NEO,(2025 SR10),27.8894518638,7.302698962,2090739.873528923,79.2,Meteor insurance programs for property damage.
NEO,(2025 SD15),48.3103271838,15.7850021209,2457877.625438964,78.1,Meteor insurance programs for property damage.
NEO,(2025 SJ15),70.5407347212,8.1834165236,7774356.636583615,24.5,Use nuclear devices only as last-resort deflection.
NEO,(2025 SN15),33.422580561,12.7663298849,1035118.301408995,90.2,Post-impact environmental monitoring plans.
NEO,(2025 TJ1),76.3906101359,18.7052979916,6157469.317781161,53.1,Fire suppression readiness in case of fireball impacts.
NEO,(2018 QT1),224.9261651032,12.6521407158,5032225.525274287,100,Research into long-term planetary defense strategies.
NEO,(2021 RN16),12.3606121324,8.8128746081,3877110.553678358,61.2,Reinforcement of buildings against shockwaves.
NEO,(2022 SW12),353.2156833994,17.6241783766,5742247.998013164,100,Research into long-term planetary defense strategies.
NEO,(2025 SM2),28.5259409442,13.1844470917,2521892.528703848,75.2,Meteor insurance programs for property damage.
NEO,(2025 SP3),11.0876620123,12.3435159914,410024.244884836,95.9,Research into long-term planetary defense strategies.
NEO,(2025 SR3),114.193130466,24.1562988229,6415172.39808073,100,Research into long-term planetary defense strategies.
NEO,(2025 SV4),5.8754343608,7.3708712332,229857.905163924,97.7,Research into long-term planetary defense strategies.
NEO,(2025 SZ4),98.1838321526,17.0628189489,1892040.915838588,100,Research into long-term planetary defense strategies.
NEO,(2025 SM5),72.9188782037,14.2925434024,4864518.503995473,58.8,Marine alerts for potential tsunami from ocean impacts.
NEO,(2025 SR7),37.3112654448,12.3507382596,1388002.921777555,86.9,Analysis of meteor composition for chemical hazards.
NEO,(2025 SK12),9.9275018982,15.3268328434,300466.095192466,97.0,Research into long-term planetary defense strategies.
NEO,(2025 SO15),20.4004608711,6.6751185468,2868976.626301241,71.3,Rapid response teams for search & rescue.
NEO,(2025 SL22),10.9254662246,4.7755883687,1273902.337481144,87.3,Analysis of meteor composition for chemical hazards.
NEO,(2025 RO3),56.7335525033,16.8199339514,3495014.630425313,69.9,Debris shielding for satellites in orbit.
NEO,(2025 RL7),39.8143819809,15.0062633809,7925427.013377812,22.1,Use nuclear devices only as last-resort deflection.
NEO,(2025 SK3),22.6485278796,8.6093100751,2552368.39734323,74.6,Rapid response teams for search & rescue.
NEO,(2025 SF4),69.0621316115,8.2018804538,6287304.261969071,39.2,Simulation drills for cities under high risk.
NEO,(2025 SG4),60.4282446427,10.3551386936,7123079.99077163,31.0,Secure critical infrastructure in potential impact zones.
NEO,(2025 ST4),9.3506107574,11.7349338918,86971.190089355,99.1,Research into long-term planetary defense strategies.
NEO,(2025 ST5),48.8247444407,12.9843295177,5360054.118074843,48.2,Emergency medical preparation for blast injuries.
NEO,(2025 SV5),12.2811766658,15.1481548504,663857.811719198,93.4,Post-impact environmental monitoring plans.
NEO,(2025 SK22),31.2348898523,8.1089564542,3763781.505436685,62.6,Reinforcement of buildings against shockwaves.
NEO,(2025 SB29),44.3853837184,7.7134805859,4606452.274866479,54.4,Fire suppression readiness in case of fireball impacts.
NEO,(2019 SF6),33.2690177523,8.4440190426,7655215.561494572,23.7,Use nuclear devices only as last-resort deflection.
NEO,(2025 RV6),42.192958531,8.6454676166,7920819.249383942,21.3,Use nuclear devices only as last-resort deflection.
NEO,(2025 SA1),33.4996275663,8.7158238445,1930173.65225818,81.0,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SS5),15.6257178747,7.9558733027,104351.605264038,99.0,Research into long-term planetary defense strategies.
NEO,(2025 ST6),48.779795892,20.5100027816,2816369.921964474,76.4,Meteor insurance programs for property damage.
NEO,(2025 SO20),12.4462918025,9.563510987,136891.071801561,98.6,Research into long-term planetary defense strategies.
NEO,(2025 SB21),3.2362344656,8.1291812919,233993.523320287,97.7,Research into long-term planetary defense strategies.
NEO,(2025 SW6),11.2263862111,5.7194115323,941732.997924881,90.6,Post-impact environmental monitoring plans.
NEO,(2025 SG15),40.98641931,7.7206258928,350925.112668365,96.9,Research into long-term planetary defense strategies.
NEO,(2025 SN20),30.6789137722,8.7298457579,2575477.618070202,74.5,Rapid response teams for search & rescue.
NEO,(2025 TD),19.5992737445,7.2092858659,826504.326010374,91.8,Post-impact environmental monitoring plans.
NEO,(2025 TH),43.9379690674,13.8060402243,3756515.477051637,64.0,Reinforcement of buildings against shockwaves.
NEO,(2025 TN),34.676877062,9.2924017907,1211662.56254168,88.2,Analysis of meteor composition for chemical hazards.
NEO,(2025 TL1),64.1563988664,10.9639274576,4603453.211567654,56.9,Marine alerts for potential tsunami from ocean impacts.
NEO,(2025 RE5),44.3445220896,7.9364622072,6761908.321595485,32.9,Secure critical infrastructure in potential impact zones.
NEO,(2025 SU3),70.6382576987,9.8745251807,7037821.008143573,32.8,Secure critical infrastructure in potential impact zones.
NEO,(2025 SD4),38.2507520954,19.3269488498,1750622.39913956,84.5,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SS7),5.8001600646,5.4637128982,286758.128208839,97.1,Research into long-term planetary defense strategies.
NEO,(2025 SU11),24.2571614499,13.5382432834,1991981.882222055,80.3,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SL15),11.4088003126,18.9116141399,237180.182348092,97.7,Research into long-term planetary defense strategies.
NEO,(2025 SW20),26.377885501,19.1395488851,659954.848170259,94.0,Post-impact environmental monitoring plans.
NEO,(2025 SL27),20.2600250863,6.1906114175,769514.763117495,92.3,Post-impact environmental monitoring plans.
NEO,(2025 TU),42.6029800501,11.1832777082,7740297.210807531,23.5,Use nuclear devices only as last-resort deflection.
NEO,(2025 TV1),37.2425988176,14.0430383507,3036027.376684152,70.6,Rapid response teams for search & rescue.
NEO,(2025 PJ1),219.8062205057,11.8494920146,4444966.011735449,100,Research into long-term planetary defense strategies.
NEO,(2025 RE6),14.1071725625,13.3908888216,2080642.705454125,79.2,Meteor insurance programs for property damage.
NEO,(2025 SO1),48.2214181858,11.3724489603,3699466.837959895,64.4,Reinforcement of buildings against shockwaves.
NEO,(2025 ST1),19.9728471667,8.046351957,1865967.353478418,81.4,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SN4),46.799366984,10.6479766852,720935.906631543,93.9,Post-impact environmental monitoring plans.
NEO,(2025 SC5),102.0563375101,12.8837121885,1136292.582552316,100,Research into long-term planetary defense strategies.
NEO,(2025 SD5),20.6366870746,6.5214733045,838935.564932273,91.6,Post-impact environmental monitoring plans.
NEO,(2021 SY3),23.6613750114,5.9294008854,7782741.82159392,22.2,Use nuclear devices only as last-resort deflection.
NEO,(2024 TW),9.6391775254,11.8351736661,7983747.398922211,20.2,Use nuclear devices only as last-resort deflection.
NEO,(2025 RH2),62.2357573367,5.0764958157,7514832.23213637,25.4,Public alert system for meteor airburst warnings.
NEO,(2025 SV6),21.7290119506,4.9690089784,1791632.590749454,82.1,Temporary exclusion zones around predicted impact sites.
NEO,(2025 SE29),175.4849914118,8.6488835469,4756422.98763788,90.4,Post-impact environmental monitoring plans.
NEO,(2025 TC),23.3367287756,16.1451012843,85671.453875221,99.5,Research into long-term planetary defense strategies.
NEO,(2025 TS),20.1112923293,9.1488496108,647814.666864232,93.6,Post-impact environmental monitoring plans.
NEO,(2020 GE1),22.5964377109,4.6726318347,5256534.067530987,47.5,Emergency medical preparation for blast injuries.
NEO,(2025 SH),19.8353550539,3.7297175659,1393391.526813677,86.1,Analysis of meteor composition for chemical hazards.
NEO,(2025 SY),24.1902289492,5.882225555,4673627.792170001,53.3,Fire suppression readiness in case of fireball impacts.
NEO,(2025 SV21),35.4356153466,7.2200577669,9132044.417673316,8.9,Evacuation of high-risk areas if impact is imminent.
NEO,(2025 TG),22.8370487393,6.0619564837,1995837.348447269,80.1,Temporary exclusion zones around predicted impact sites.
NEO,(2025 TP1),18.8122169593,12.6266565198,225393.351211005,97.8,Research into long-term planetary defense strategies.
NEO,(2025 TQ2),4.444674677,14.7076928628,11233.962288928,99.9,Research into long-term planetary defense strategies.
NEO,(2018 SP1),142.5738833281,16.381588731,5041878.253037102,100,Research into long-term planetary defense strategies.
NEO,(2025 SY10),34.9816249114,11.4006049777,6006932.706187124,40.5,Satellite observation to track fragmenting meteors.
NEO,(2025 SN21),27.850947766,8.3263000312,2845790.033555905,71.7,Rapid response teams for search & rescue.
NEO,(2025 SJ22),48.2436300836,8.4280738651,4277969.251223821,58.0,Marine alerts for potential tsunami from ocean impacts.
NEO,(2025 SO27),19.5902500233,6.4809213857,3948289.45958095,60.5,Reinforcement of buildings against shockwaves.
NEO,(2025 TL),129.1338141669,17.9779723055,4434365.880661924,100,Research into long-term planetary defense strategies.
NEO,(2025 TO),14.6163851626,6.9331467271,1262890.55794874,87.4,Analysis of meteor composition for chemical hazards.
NEO,(2025 TO2),31.3646162873,6.2726283042,1411138.142614333,86.0,Analysis of meteor composition for chemical hazards.
NEO,(2025 SS3),106.8169021866,12.9962346815,9826487.424155291,21.1,Use nuclear devices only as last-resort deflection.
NEO,(2025 SZ27),54.3550599122,16.413799511,1180837.188398617,92.3,Post-impact environmental monitoring plans.
NEO,152664 (1998 FW4),688.7156928262,18.6064298526,3852719.354004421,100,Research into long-term planetary defense strategies.
NEO,(2025 OD13),233.3672877555,10.3967709613,7839276.412484768,100,Research into long-term planetary defense strategies.
NEO,(2025 RH4),86.9841209242,17.2410914392,6820969.994505308,50.2,Fire suppression readiness in case of fireball impacts.
NEO,(2025 SL),65.0189540481,9.497976556,7863982.29127825,23.7,Use nuclear devices only as last-resort deflection.
NEO,(2025 SC4),38.356588981,5.4688900926,7375260.979855676,26.4,Public alert system for meteor airburst warnings.
NEO,(2025 SP20),19.8810802697,10.9027172586,1912928.653075421,81.0,Temporary exclusion zones around predicted impact sites.
NEO,(2025 TA),30.9485266608,8.6196639902,2610701.483746792,74.1,Rapid response teams for search & rescue.
NEO,(2025 TK),29.2038412361,11.7603045314,1461418.016640907,85.7,Analysis of meteor composition for chemical hazards.
NEO,(2025 TR),11.7879959719,13.5429772912,1094714.667025772,89.1,Analysis of meteor composition for chemical hazards.
NEO,(2019 SG4),65.4696439067,13.4401664173,8333127.49470879,21.4,Use nuclear devices only as last-resort deflection.
NEO,(2020 SA),82.0427064882,12.4891405545,8378998.495109659,24.3,Use nuclear devices only as last-resort deflection.
NEO,(2025 QL23),125.3256537574,9.9557897302,2729884.206882843,91.0,Post-impact environmental monitoring plans.
NEO,(2025 SZ),13.2141727103,1.9895768752,3464848.38449747,65.4,Debris shielding for satellites in orbit.
NEO,(2025 SQ12),52.7278397554,12.8515520845,6546238.951612776,36.8,Simulation drills for cities under high risk.
NEO,(2025 SY21),24.4703385988,20.5382519481,1707958.13380065,83.5,Temporary exclusion zones around predicted impact sites.
NEO,(2025 TB),29.0028034071,11.8540669258,1363936.514039175,86.7,Analysis of meteor composition for chemical hazards.
NEO,(2025 TF),2.7141883295,20.8761143007,6780.463618602,99.9,Research into long-term planetary defense strategies.
NEO,(2025 TP),8.5514542927,14.7102960698,107633.498295885,98.9,Research into long-term planetary defense strategies.
NEO,(2025 TQ),9.8274304462,10.0770567163,310829.487636716,96.9,Research into long-term planetary defense strategies.
NEO,(2023 EH2),85.5145429273,17.8479387621,7589014.539676017,42.8,Satellite observation to track fragmenting meteors.
NEO,(2025 SA3),28.9227763122,7.2120774082,2681697.192097782,73.3,Rapid response teams for search & rescue.
NEO,(2025 SX10),15.6906154518,3.2670845434,2534747.698069753,74.7,Rapid response teams for search & rescue.
NEO,(2025 SK27),80.2490645808,10.8206148218,8846125.264239011,17.2,Deploy kinetic impactor to change asteroid trajectory.
NEO,(2025 SM27),36.4283901105,7.8499711093,4611839.668159854,54.2,Fire suppression readiness in case of fireball impacts.
NEO,(2025 TE),12.1741872911,14.8708828224,279945.246731808,97.2,Research into long-term planetary defense strategies.
NEO,(2025 TK1),66.349855103,9.7345723842,6021797.603258183,42.4,Satellite observation to track fragmenting meteors.
NEO,(2025 TN1),21.3422389879,7.521290186,3349879.070410182,66.6,Debris shielding for satellites in orbit.
NEO,(2025 TP2),40.2198066784,30.4296903181,1313602.874538123,92.5,Post-impact environmental monitoring plans.
Fireball,2024-08-20 12:53:51,1.0,0.0,6.0,100.0,Research into long-term planetary defense strategies.
CAD,2021 HZ,0.029954423326692323,10.1870513294333,7647451.168929783,23.5,Use nuclear devices only as last-resort deflection.
CAD,2025 JE,0.006705960069509075,6.09659701491015,366503.77035527304,96.3,Research into long-term planetary defense strategies.
CAD,2025 HU4,0.058138117206212855,24.3310921096077,8031764.514406565,19.7,Deploy kinetic impactor to change asteroid trajectory.
CAD,612356,0.3568296739299108,5.13769502613221,4206653.355763285,57.9,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 JB2,0.019429470406773227,9.60583513081046,5150344.370996068,48.5,Emergency medical preparation for blast injuries.
CAD,2022 JO,0.0244602540327896,9.04444289861579,8350773.350612613,16.5,Deploy kinetic impactor to change asteroid trajectory.
CAD,2021 KH,0.019074842605817276,7.24459831214381,6991011.132472258,30.1,Secure critical infrastructure in potential impact zones.
CAD,2025 JK1,0.018216333268081322,8.02421993400074,1240453.7400171123,87.6,Analysis of meteor composition for chemical hazards.
CAD,2025 JO,0.01414037617489543,15.5942118752717,1431516.665263787,85.7,Analysis of meteor composition for chemical hazards.
CAD,2025 JW1,0.022827637274687826,12.2998922472212,1162986.3689968674,88.4,Analysis of meteor composition for chemical hazards.
CAD,2025 JX1,0.03345499452204346,6.7648594333618,850377.392589093,91.5,Post-impact environmental monitoring plans.
CAD,2025 JH2,0.013818501916424574,5.46380410613808,3786461.83403938,62.1,Reinforcement of buildings against shockwaves.
CAD,2004 JP12,0.06768009554067031,26.6551760153028,7943557.110550766,20.6,Use nuclear devices only as last-resort deflection.
CAD,2025 KB,0.04173120863588498,10.0321903616966,3285092.264930021,67.1,Debris shielding for satellites in orbit.
CAD,2025 JA1,0.028870942588185008,12.5592453823363,1529528.7487509844,84.7,Temporary exclusion zones around predicted impact sites.
CAD,797455,0.12202841296289924,15.779230294563,2513733.538497054,74.9,Rapid response teams for search & rescue.
CAD,2025 KQ1,0.0537602108167914,18.2746028589782,6945501.762271835,30.5,Secure critical infrastructure in potential impact zones.
CAD,2011 YU74,0.09560067597485193,5.02164670734855,4363318.276688411,56.4,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 DT50,0.12202841296289924,6.39577048387869,6142084.656572329,38.6,Simulation drills for cities under high risk.
CAD,2025 KR4,0.02230801681130317,4.97473785295458,3739849.448884145,62.6,Reinforcement of buildings against shockwaves.
CAD,2025 KJ,0.011180493233367724,15.2100174605422,1360709.5222357628,86.4,Analysis of meteor composition for chemical hazards.
CAD,2024 JQ17,0.02731875876059891,10.4475651765329,7800479.089041319,22.0,Use nuclear devices only as last-resort deflection.
CAD,2015 HB177,0.04369793990730336,9.78553006671213,8477078.235819403,15.2,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 HD19,0.028606252195538757,9.04211159115653,2813735.175818427,71.9,Rapid response teams for search & rescue.
CAD,2025 KA,0.023038858801790362,11.8395472915373,1620409.2207445998,83.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 KJ1,0.010243796990081894,8.21984469580461,883826.4534547359,91.2,Post-impact environmental monitoring plans.
CAD,2025 KD,0.0244602540327896,6.6957521288497,1374177.5466116378,86.3,Analysis of meteor composition for chemical hazards.
CAD,2025 HS5,0.027826652405874012,5.09185854388626,9041160.917294666,9.6,Evacuation of high-risk areas if impact is imminent.
CAD,2021 WT2,0.05302259307181043,14.8538292617783,8032814.72649283,19.7,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 KN,0.013755011667291484,10.6785099208057,1457528.0533818244,85.4,Analysis of meteor composition for chemical hazards.
CAD,2025 HU3,0.02561303029031111,8.68093862069814,8137089.062019339,18.6,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 KY,0.012429709054192052,14.651408263512,745636.0956475401,92.5,Post-impact environmental monitoring plans.
CAD,2025 KZ,0.019429470406773227,18.0721120943275,821197.9879913864,91.8,Post-impact environmental monitoring plans.
CAD,2025 KE,0.05976693203037403,7.81172778056158,4636495.776881843,53.6,Fire suppression readiness in case of fireball impacts.
CAD,2008 ST,0.013503954410579272,2.53340670074446,5184852.825058527,48.2,Emergency medical preparation for blast injuries.
CAD,2025 HD6,0.03254325304279132,5.8877342914537,8758069.061084537,12.4,International coordination for disaster management.
CAD,2025 JE1,0.024686581976761737,1.35614668471129,4349662.839275349,56.5,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 KO,0.03345499452204346,6.7273281459939,7685419.769575468,23.1,Use nuclear devices only as last-resort deflection.
CAD,2025 KB1,0.0316563590500465,8.28165060307803,2889257.7067355025,71.1,Rapid response teams for search & rescue.
CAD,2025 KS6,0.05157758020805929,22.4360387926121,4432844.191696739,55.7,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 KF2,0.001898720166495824,8.24017813928443,139790.88359352807,98.6,Research into long-term planetary defense strategies.
CAD,2025 KF,0.013318673210053462,11.5828553232887,115160.25939683171,98.8,Research into long-term planetary defense strategies.
CAD,2025 KX2,0.0037192978846187497,3.13384295757014,367600.3400319897,96.3,Research into long-term planetary defense strategies.
CAD,2025 KH,0.011707413645949266,11.3711462857633,1106122.5663318366,88.9,Analysis of meteor composition for chemical hazards.
CAD,2025 KZ1,0.012896176344074688,8.84641640643869,3365069.359752577,66.3,Debris shielding for satellites in orbit.
CAD,2025 KS1,0.016086477768368596,6.04657910752432,146113.98162469073,98.5,Research into long-term planetary defense strategies.
